,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle
139898,0.49981,0.39102,0.45409,0.50046,0.56536,0.59517,0.59748,0.61616,0.51166,0.21779,0.12452,0.14402,84.47
48982,0.62717,0.62739,0.68974,0.7234,0.85609,0.93227,0.81955,0.97386,0.46303,0.11304,0.67138,0.47374,50.96
184415,0.66854,0.61483,0.6507,0.66395,0.69519,0.73868,0.69085,0.76844,0.50073,0.12921,0.50886,0.42857,69.26
85181,0.16121,0.16367,0.16084,0.19503,0.4129,0.51321,0.45621,0.5922,0.01376,0.00028,0.5526,0.30093,60.73
71868,0.22575,0.33472,0.33668,0.52663,0.82152,0.88694,0.89112,0.91074,0.69267,0.07065,0.83038,0.57901,65.39
23193,0.35607,0.31889,0.32142,0.34118,0.42805,0.46098,0.4354,0.48175,0.10449,0.00061,0.34917,0.23643,69.68
184295,0.79318,0.75855,0.79485,0.79345,0.82457,0.85729,0.80646,0.89116,0.50399,0.03383,0.07054,0.08879,36.6
39255,0.32007,0.38514,0.38981,0.57277,0.96135,0.9761,0.93189,0.98872,0.43014,0.03708,0.64189,0.45378,51.74
155728,0.5719,0.53194,0.56649,0.61422,0.72365,0.75784,0.72288,0.77203,0.32177,0.0038,0.0826,0.0994,72.57
37205,0.3844,0.29785,0.31518,0.33239,0.40956,0.44969,0.41876,0.47508,0.09661,0.00129,0.40438,0.29508,83.01
35613,0.90831,0.8703,0.90594,0.91988,0.93722,0.94712,0.931,0.95326,0.69988,0.13548,0.77069,0.61957,38.95
111890,0.29725,0.35559,0.3929,0.45592,0.63971,0.70475,0.64805,0.72619,0.11011,0.00036,0.53644,0.40327,34.09
10262,0.52665,0.51147,0.53757,0.57571,0.64239,0.66837,0.65603,0.6955,0.30006,0.00098,0.67209,0.54517,50.81
113532,0.64497,0.59015,0.62824,0.65363,0.6791,0.68559,0.68146,0.68864,0.59983,0.16026,0.0954,0.11649,70.8
82462,0.27597,0.327,0.32404,0.44025,0.57261,0.61502,0.61025,0.66439,0.23482,0.00056,0.73101,0.56804,40.78
80225,0.35213,0.43463,0.46986,0.6155,0.869,0.93992,0.96271,0.99389,0.71474,0.05184,0.91388,0.72468,45.66
36072,0.50933,0.49451,0.54722,0.54181,0.64081,0.72449,0.66276,0.79755,0.08892,0.00042,0.53709,0.34034,52.63
163279,0.23839,0.2305,0.23579,0.24993,0.36243,0.41481,0.37202,0.44552,0.02723,0.00041,0.27408,0.19693,58.99
108535,0.60833,0.53291,0.57888,0.60276,0.62049,0.62874,0.62065,0.63593,0.50201,0.08071,0.09427,0.11387,78.41
50672,0.17729,0.18555,0.21067,0.26937,0.34345,0.3743,0.38837,0.41454,0.23848,0.00256,0.41939,0.32879,59.54
21366,0.48871,0.46829,0.49015,0.51402,0.56185,0.5808,0.57112,0.59295,0.47048,0.25712,0.51154,0.43512,56.74
80601,0.21542,0.26818,0.29201,0.32836,0.5631,0.65659,0.57719,0.68329,0.04099,0.00026,0.66949,0.46993,31.13
36688,0.48793,0.40366,0.43098,0.44194,0.46056,0.47154,0.45496,0.48032,0.20774,0.00239,0.32755,0.21071,78.99
111217,0.6527,0.6034,0.63922,0.66017,0.67289,0.67531,0.67275,0.6764,0.57946,0.07497,0.07702,0.09544,64.72
71738,0.27811,0.36189,0.38356,0.48453,0.85475,0.97117,0.88602,0.99508,0.14511,0.00043,0.69631,0.44282,53.45
161073,0.6583,0.56593,0.62131,0.64784,0.66169,0.66843,0.661,0.67331,0.59466,0.26554,0.1512,0.17527,80.21
154579,0.81638,0.76114,0.8013,0.8204,0.82714,0.82787,0.82517,0.82639,0.80403,0.35706,0.1525,0.18282,66.36
73204,0.14865,0.1601,0.19724,0.251,0.35222,0.38846,0.39593,0.41699,0.24516,0.00401,0.33301,0.2458,69.92
166660,0.68541,0.54213,0.62241,0.65089,0.67121,0.67949,0.65741,0.68453,0.38266,0.01447,0.09946,0.11502,83.12
120774,0.45344,0.44696,0.48655,0.53165,0.65911,0.69747,0.68654,0.71516,0.38522,0.00312,0.11055,0.13355,60.42
55302,0.21273,0.23287,0.26728,0.35919,0.48494,0.53238,0.51717,0.57212,0.14064,0.00064,0.39918,0.25221,65.35
109030,0.52181,0.49538,0.54458,0.56976,0.59291,0.61229,0.61816,0.63741,0.45915,0.0305,0.06056,0.07699,50.12
124736,0.74782,0.69499,0.73335,0.74921,0.77223,0.78736,0.7678,0.79348,0.64428,0.18549,0.10574,0.12926,66.21
99715,0.19242,0.20512,0.22815,0.25968,0.35265,0.38198,0.36628,0.40611,0.09972,0.00039,0.43426,0.34901,43.22
124436,0.64279,0.55912,0.61461,0.64606,0.66061,0.66501,0.66532,0.66926,0.62854,0.22359,0.10289,0.12339,79.61
97685,0.24345,0.34774,0.42644,0.48387,0.81578,0.94589,0.80798,0.98696,0.03503,0.00031,0.83794,0.53896,55.2
68374,0.1803,0.14309,0.14379,0.2122,0.33635,0.35906,0.36337,0.37116,0.27906,0.02772,0.20917,0.13338,84.8
68508,0.45745,0.55159,0.72713,0.74555,0.85828,0.93584,0.7983,0.98104,0.03186,0.00046,0.9021,0.73755,68.58
128109,0.78635,0.71441,0.75779,0.77471,0.78167,0.78085,0.771,0.77322,0.71812,0.2445,0.1136,0.13548,70.82
61036,0.21356,0.28355,0.42146,0.46724,0.51555,0.54568,0.54913,0.58033,0.31315,0.0024,0.64766,0.49378,38.65
50462,0.17482,0.19477,0.20959,0.2318,0.35064,0.39982,0.3577,0.42447,0.02841,0.00031,0.3321,0.20759,55.22
188202,0.72006,0.67014,0.71123,0.72323,0.75484,0.7774,0.74856,0.79709,0.45239,0.01853,0.08501,0.10559,66.24
179873,0.63509,0.6527,0.79785,0.87272,0.97196,0.98964,0.93214,1.00069,0.52596,0.08616,0.0848,0.10712,47.56
99583,0.11012,0.10466,0.09419,0.12875,0.18359,0.193,0.19627,0.19714,0.17056,0.07134,0.13485,0.11349,58.71
119898,0.61033,0.56339,0.60256,0.6377,0.74327,0.79168,0.79284,0.83226,0.64907,0.30003,0.12922,0.15538,71.38
166922,0.47035,0.46208,0.51723,0.55812,0.63123,0.66786,0.66235,0.69867,0.42041,0.16987,0.29763,0.26681,67.96
8901,0.25469,0.25022,0.24195,0.28282,0.44427,0.51325,0.46304,0.56856,0.10979,0.01303,0.61183,0.38898,67.05
72534,0.24891,0.23427,0.22776,0.33636,0.57022,0.63285,0.6361,0.68721,0.28586,0.0014,0.68546,0.49285,80.17
108884,0.47747,0.39103,0.43716,0.47818,0.53615,0.54774,0.54361,0.55372,0.3882,0.02031,0.1059,0.11818,81.79
140915,0.5019,0.48478,0.52728,0.53326,0.59966,0.64981,0.60042,0.68958,0.2468,0.00232,0.06452,0.08018,42.17
138654,0.68032,0.65025,0.67951,0.67914,0.70078,0.7171,0.68772,0.72815,0.42106,0.01559,0.06776,0.08568,46.25
6539,0.24343,0.26288,0.29854,0.36789,0.63344,0.71461,0.70051,0.77252,0.26362,0.00703,0.77437,0.55514,52.52
88032,0.32693,0.39408,0.41409,0.52206,0.76335,0.82483,0.79813,0.86256,0.28303,0.00042,0.95144,0.79092,33.41
29408,0.37682,0.26387,0.28204,0.26374,0.29007,0.31344,0.26591,0.32681,0.02044,0.00131,0.30102,0.20592,84.79
177159,0.70178,0.64328,0.67874,0.68263,0.70024,0.71227,0.68812,0.72193,0.3752,0.01535,0.5976,0.50535,67.35
24527,0.50984,0.50841,0.5408,0.52748,0.70027,0.80212,0.69039,0.86776,0.04517,0.00027,0.60681,0.30818,47.32
47248,0.3446,0.30633,0.3185,0.32431,0.35739,0.37235,0.35599,0.3817,0.1348,0.00072,0.32866,0.22984,65.91
37021,0.39716,0.40039,0.44351,0.43401,0.5993,0.69154,0.61387,0.74825,0.04223,0.0003,0.733,0.47418,34.09
143522,0.35702,0.34907,0.38435,0.4308,0.52341,0.5461,0.55241,0.56164,0.4756,0.08826,0.18555,0.18929,62.86
139408,0.21593,0.24575,0.40458,0.56066,0.71118,0.77041,0.77372,0.84011,0.30223,0.00064,0.66012,0.48716,66.01
27329,0.54522,0.52266,0.55485,0.57038,0.59492,0.60723,0.60101,0.61862,0.39761,0.034,0.51438,0.37527,46.55
197494,0.46757,0.37292,0.46131,0.51345,0.57111,0.59499,0.58846,0.61889,0.29707,0.00267,0.11738,0.13247,84.25
157595,0.58675,0.47199,0.53442,0.56107,0.58016,0.58804,0.57152,0.59373,0.33501,0.00567,0.09338,0.10854,83.26
11754,0.39294,0.3834,0.45918,0.52328,0.67662,0.74334,0.73286,0.77302,0.29685,0.00085,0.57883,0.37953,70.81
125051,0.33004,0.3331,0.34559,0.40924,0.58085,0.62271,0.64258,0.65936,0.6193,0.17436,0.19843,0.2078,38.8
95113,0.375,0.37768,0.43407,0.53194,0.7402,0.79662,0.77252,0.82995,0.27557,0.0015,0.53785,0.28192,79.16
99356,0.23376,0.2929,0.32849,0.4014,0.57388,0.6346,0.60442,0.67972,0.13841,0.00031,0.79385,0.61401,47.0
167587,0.57767,0.49786,0.55123,0.57905,0.618,0.63354,0.60137,0.643,0.3892,0.04451,0.21318,0.23217,79.79
170048,0.46656,0.44811,0.48365,0.50081,0.59498,0.63477,0.593,0.65089,0.30067,0.03797,0.11819,0.1399,65.02
70448,0.3019,0.37786,0.44932,0.51178,0.74019,0.84067,0.79361,0.93132,0.10838,0.00034,0.89904,0.61949,46.9
180150,0.73887,0.68141,0.72246,0.74007,0.75888,0.76907,0.75292,0.77719,0.57184,0.12487,0.12172,0.14809,69.58
148713,0.41808,0.41042,0.46234,0.47591,0.56491,0.6177,0.55906,0.64341,0.16048,0.00111,0.13535,0.14001,71.64
85125,0.1737,0.19081,0.23888,0.28187,0.41973,0.49706,0.44824,0.5556,0.02447,0.00039,0.38791,0.23141,68.92
97384,0.25644,0.22657,0.32397,0.34386,0.46241,0.55629,0.48886,0.63378,0.01786,0.00096,0.45001,0.24877,82.03
106747,0.61834,0.5679,0.60362,0.61678,0.62751,0.63444,0.62791,0.64517,0.43394,0.01836,0.07151,0.08884,66.22
98051,0.23701,0.27626,0.30721,0.38284,0.6883,0.81164,0.72883,0.87654,0.05075,0.00045,0.8425,0.52698,67.94
50716,0.25763,0.33427,0.39362,0.43308,0.56807,0.65408,0.6025,0.71706,0.06058,0.00027,0.64814,0.42195,37.77
77931,0.3604,0.40835,0.49556,0.533,0.58653,0.61521,0.59522,0.62797,0.25197,0.00092,0.71596,0.57024,67.11
196402,0.6152,0.503,0.56921,0.60712,0.62163,0.62448,0.6228,0.62705,0.53737,0.09635,0.09453,0.11106,82.43
153543,0.595,0.4713,0.54227,0.57741,0.59686,0.60627,0.59501,0.61262,0.4604,0.06168,0.10774,0.12359,83.98
186564,0.71731,0.66145,0.69761,0.7151,0.74435,0.75343,0.73567,0.75873,0.45099,0.01897,0.51232,0.44471,63.69
73262,0.2789,0.35254,0.33615,0.55166,0.97143,0.99963,0.99448,1.00207,0.82641,0.18424,0.95937,0.73236,36.34
81167,0.23516,0.259,0.25146,0.38375,0.63759,0.6871,0.70202,0.74135,0.45844,0.00906,0.78056,0.56349,66.81
131308,0.747,0.71727,0.73825,0.76899,0.92228,0.99981,0.97926,1.00747,0.78785,0.27207,0.0872,0.10918,36.9
47189,0.56729,0.66829,0.73877,0.79111,0.94028,0.99824,0.87187,1.03807,0.26934,0.04907,0.80911,0.46096,42.37
87926,0.21283,0.27718,0.26661,0.38539,0.67553,0.75318,0.73205,0.76267,0.36209,0.00131,0.43911,0.26993,37.76
197921,0.9302,0.88156,0.91668,0.92964,0.93745,0.93997,0.93055,0.93867,0.78868,0.2286,0.13329,0.16897,43.25
185644,0.81068,0.77141,0.8074,0.78358,0.81711,0.86135,0.79484,0.90954,0.45099,0.01369,0.05602,0.07142,34.69
149784,0.63983,0.59405,0.62359,0.64871,0.66778,0.6733,0.67204,0.67703,0.62492,0.26859,0.14446,0.16846,66.68
4174,0.59363,0.51362,0.5535,0.57904,0.58853,0.59297,0.59428,0.59787,0.55308,0.31293,0.50213,0.42139,77.8
165169,0.502,0.50578,0.53991,0.59156,0.73556,0.80394,0.78607,0.87895,0.36561,0.03211,0.45339,0.42811,39.14
33146,0.53494,0.55458,0.67619,0.74783,0.91495,0.92399,0.89805,0.93185,0.47403,0.006,0.74013,0.53693,56.93
60931,0.28399,0.3161,0.35009,0.47288,0.73219,0.82652,0.80687,0.90297,0.21228,0.00095,0.90676,0.62208,77.49
115233,0.48235,0.51433,0.64629,0.70986,0.85428,0.92515,0.79308,0.96217,0.05081,0.00034,0.10927,0.11427,56.23
44345,0.45397,0.46394,0.51571,0.49647,0.63067,0.71433,0.61286,0.75925,0.02765,0.00031,0.58805,0.38643,52.48
199033,0.61278,0.55442,0.60526,0.63752,0.66205,0.67634,0.68933,0.69787,0.68892,0.2919,0.14163,0.16805,73.95
34380,0.84137,0.76303,0.7934,0.74886,0.78543,0.82191,0.74568,0.84293,0.12235,0.00055,0.42001,0.34676,65.75
169027,0.40638,0.33778,0.37715,0.39865,0.43834,0.47291,0.45667,0.51196,0.24642,0.0272,0.3049,0.197,80.13
20460,0.91894,0.84637,0.86346,0.78709,0.82567,0.88548,0.78484,0.92712,0.39935,0.01935,0.48166,0.31056,54.49
174334,0.75376,0.71001,0.73954,0.75628,0.80602,0.83439,0.79789,0.86507,0.55865,0.04446,0.05666,0.07222,59.07
192040,0.66939,0.62018,0.64764,0.66118,0.66536,0.66711,0.66301,0.66699,0.5599,0.14776,0.30836,0.2577,62.06
122620,1.0257,0.95873,0.97373,0.84753,0.912,0.9859,0.83821,1.02212,0.04102,0.00031,0.05813,0.068,33.65
167935,0.84961,0.80722,0.835,0.82996,0.85275,0.87028,0.82851,0.88007,0.55962,0.09113,0.08954,0.10705,39.33
26358,0.45822,0.46913,0.5425,0.57196,0.59787,0.61664,0.6179,0.62581,0.52119,0.16811,0.5689,0.39553,35.88
170060,0.79417,0.69986,0.75458,0.74342,0.76542,0.78481,0.7409,0.79508,0.56008,0.12312,0.10279,0.12383,74.99
104254,0.82726,0.80339,0.8894,0.95419,1.00159,1.00025,0.98139,0.99609,0.81256,0.27354,0.11563,0.14115,43.18
32818,0.27926,0.3075,0.28338,0.32716,0.49904,0.56584,0.50301,0.59413,0.04158,0.00027,0.38287,0.2421,34.3
65620,0.99133,0.92348,0.94383,0.86587,0.91496,0.96551,0.85875,0.9946,0.08777,0.00033,0.49319,0.54896,41.29
150122,0.72514,0.68953,0.72827,0.69745,0.75921,0.8149,0.72674,0.85292,0.19831,0.02801,0.17355,0.15789,52.47
158025,0.41152,0.3684,0.45765,0.49859,0.60949,0.68177,0.62962,0.71651,0.20702,0.0024,0.12741,0.13516,80.59
112553,0.39907,0.50377,0.53936,0.66925,0.93894,0.99899,0.87154,1.03582,0.1866,0.01225,0.4349,0.38477,36.35
77478,0.11515,0.11188,0.11203,0.13819,0.20572,0.2226,0.22362,0.23274,0.13864,0.00245,0.23803,0.1795,41.85
196714,0.69411,0.65356,0.68033,0.70655,0.78474,0.81332,0.75055,0.8301,0.44369,0.0262,0.21547,0.24664,64.03
108256,0.71283,0.64411,0.68975,0.71109,0.71727,0.71769,0.71429,0.71696,0.64578,0.15614,0.1344,0.15473,73.88
176624,0.7998,0.76459,0.80643,0.81289,0.84239,0.88032,0.83712,0.93323,0.58451,0.11584,0.59025,0.46264,47.27
134151,0.57879,0.56862,0.59413,0.64308,0.71949,0.74025,0.7447,0.759,0.65049,0.2504,0.11543,0.14409,40.13
56377,0.25983,0.2435,0.2946,0.37007,0.55192,0.60479,0.57336,0.62259,0.15444,0.00133,0.55227,0.39416,82.15
183606,0.40575,0.35545,0.38372,0.38073,0.48269,0.54592,0.47111,0.57939,0.07137,0.00059,0.33365,0.19906,78.24
88962,0.1777,0.18082,0.20853,0.21366,0.24204,0.26433,0.25669,0.29307,0.05477,0.00037,0.38487,0.30652,45.42
61145,0.3115,0.41674,0.51811,0.60295,0.83326,0.8977,0.86981,0.87812,0.56675,0.0183,0.84301,0.59448,41.88
174594,0.68435,0.65005,0.67971,0.68214,0.7123,0.7346,0.70467,0.75791,0.39098,0.00604,0.05733,0.07262,49.63
45026,0.8981,0.85445,0.89183,0.89731,0.91347,0.9255,0.90282,0.93534,0.59877,0.06454,0.76465,0.60888,44.71
159173,0.77516,0.70428,0.75146,0.76875,0.77396,0.77375,0.76759,0.77097,0.70698,0.23925,0.15733,0.17992,71.85
36171,0.33256,0.34964,0.35682,0.43695,0.61695,0.65914,0.66021,0.68221,0.44606,0.01388,0.55923,0.41939,41.7
170765,0.73228,0.66903,0.71219,0.73323,0.74347,0.74705,0.74256,0.74863,0.69332,0.26996,0.12966,0.15504,72.09
140155,0.76764,0.72526,0.76388,0.77759,0.79871,0.80959,0.80218,0.82295,0.62156,0.07812,0.05275,0.06752,43.65
123682,0.60146,0.5732,0.60666,0.62562,0.64533,0.65436,0.65754,0.66755,0.56641,0.1386,0.11517,0.13944,48.62
140749,0.41826,0.31819,0.37164,0.41672,0.49865,0.52243,0.50632,0.52976,0.23044,0.00214,0.07556,0.08331,84.59
83756,0.17729,0.1958,0.20106,0.26666,0.45332,0.5092,0.49966,0.54814,0.16271,0.00045,0.39843,0.29147,52.17
53227,0.23924,0.2408,0.28371,0.29393,0.46355,0.56985,0.50664,0.66162,0.01604,0.00045,0.81176,0.52098,73.44
116708,0.57222,0.45648,0.52551,0.57046,0.58845,0.59364,0.59684,0.59807,0.58926,0.27102,0.12865,0.14897,84.17
170343,0.7311,0.75778,0.87734,0.97849,1.00137,1.0125,0.97195,1.02068,0.57373,0.11611,0.23937,0.23279,44.78
78872,0.24543,0.29744,0.40107,0.46213,0.58209,0.62616,0.64114,0.65393,0.60738,0.28773,0.70914,0.54603,36.63
18459,0.69015,0.65966,0.69977,0.71573,0.74928,0.76554,0.75191,0.78369,0.4237,0.00638,0.72655,0.58457,38.77
123712,0.79237,0.75071,0.78098,0.79093,0.80351,0.8072,0.79375,0.80499,0.6206,0.05536,0.07076,0.0894,48.04
40337,0.44297,0.42678,0.42456,0.46601,0.59882,0.65571,0.60508,0.6879,0.23997,0.00482,0.45911,0.32857,65.14
189014,0.57208,0.48952,0.51587,0.49917,0.52304,0.54491,0.50126,0.55809,0.13746,0.00074,0.40641,0.30695,76.59
104689,0.64659,0.63943,0.66158,0.71647,0.87556,0.94465,0.92739,0.95492,0.71181,0.24498,0.08926,0.11175,36.17
35251,0.38544,0.33132,0.34309,0.34181,0.36084,0.37332,0.35295,0.38351,0.11556,0.00056,0.31977,0.23291,73.58
107171,0.59142,0.54493,0.59016,0.61979,0.64372,0.65597,0.65771,0.66979,0.59935,0.31073,0.15945,0.18502,72.23
120741,0.77516,0.74551,0.7747,0.80595,0.86051,0.90561,0.85078,0.94887,0.70049,0.16101,0.08556,0.10478,48.8
174224,0.56952,0.53918,0.55009,0.54298,0.60457,0.64105,0.58878,0.66075,0.27979,0.00807,0.08579,0.1024,43.75
153040,0.91891,0.83799,0.86536,0.82052,0.83953,0.86184,0.80405,0.8699,0.52445,0.03415,0.07453,0.09345,59.49
43380,0.51358,0.43361,0.46066,0.45956,0.47566,0.48851,0.46268,0.49922,0.15623,0.0009,0.46554,0.38549,77.41
188563,0.48339,0.45693,0.48049,0.49699,0.52707,0.53867,0.53234,0.55077,0.33086,0.00722,0.49809,0.447,48.44
54731,0.20406,0.25113,0.19947,0.33406,0.73788,0.88173,0.77296,0.98142,0.02672,0.00034,0.7612,0.44437,64.81
188150,0.607,0.58807,0.60226,0.63269,0.7376,0.791,0.74025,0.83531,0.39839,0.02265,0.08524,0.10294,56.36
82746,0.30091,0.25799,0.29786,0.35289,0.50593,0.55036,0.54571,0.58827,0.234,0.00165,0.62185,0.51134,82.56
107211,0.65657,0.63116,0.6559,0.66871,0.70222,0.72001,0.6952,0.73405,0.40562,0.02918,0.08759,0.10744,46.3
162422,0.61623,0.54027,0.582,0.60317,0.61542,0.62246,0.6165,0.63029,0.46613,0.07351,0.5277,0.44711,77.05
162719,0.65867,0.63044,0.68429,0.68066,0.75448,0.83458,0.7524,0.91218,0.30178,0.00388,0.15533,0.15643,62.69
193227,0.30417,0.37419,0.35439,0.59496,0.81288,0.82146,0.79529,0.82912,0.41399,0.02521,0.58872,0.36036,70.53
137832,0.76208,0.72054,0.75655,0.76887,0.78317,0.79051,0.7772,0.79458,0.65991,0.14915,0.09354,0.11342,53.75
195532,0.58953,0.56859,0.59547,0.60463,0.6771,0.72273,0.66978,0.74826,0.41101,0.06729,0.06783,0.08619,49.43
189442,0.51972,0.48406,0.50625,0.52738,0.56663,0.58335,0.57128,0.59751,0.42591,0.09719,0.10357,0.12702,69.24
141669,0.49032,0.39208,0.45036,0.47506,0.52216,0.5509,0.51936,0.57253,0.1969,0.00132,0.09806,0.10779,84.03
177735,0.40223,0.40624,0.47141,0.5028,0.5396,0.55868,0.56877,0.5803,0.48386,0.1022,0.5612,0.49546,54.97
55768,0.22507,0.23931,0.2697,0.33381,0.43806,0.46911,0.4781,0.50504,0.29814,0.00424,0.58004,0.45717,57.95
3069,0.7841,0.73387,0.77909,0.79667,0.81335,0.82414,0.81556,0.83581,0.58247,0.07651,0.66975,0.55815,56.6
41497,0.36954,0.40417,0.45306,0.46054,0.67405,0.78803,0.65521,0.83368,0.02563,0.00033,0.65135,0.39162,61.76
87325,0.32345,0.38646,0.40305,0.62266,0.9764,0.99289,0.95471,1.00118,0.42926,0.00106,0.87771,0.59123,37.89
14079,0.72963,0.68808,0.73083,0.74913,0.76838,0.77679,0.76775,0.78568,0.52503,0.0432,0.68106,0.56808,52.51
162504,0.30461,0.29565,0.30721,0.32642,0.38507,0.4117,0.38926,0.42891,0.20613,0.05567,0.1967,0.18575,50.32
51911,0.17803,0.20956,0.23842,0.26743,0.39945,0.46984,0.43262,0.51826,0.03927,0.00031,0.48522,0.33159,39.53
67851,0.45933,0.51188,0.62858,0.64453,0.80307,0.88756,0.81672,0.94398,0.10491,0.00033,0.88287,0.66586,39.83
29656,0.52837,0.5107,0.54662,0.56518,0.62991,0.66455,0.64658,0.69957,0.23434,0.00042,0.57085,0.46594,44.88
190934,0.56917,0.54691,0.57017,0.54191,0.62033,0.6849,0.60187,0.73182,0.18447,0.00219,0.10919,0.11689,48.32
65045,0.26677,0.31671,0.31446,0.42178,0.58647,0.64022,0.63206,0.68898,0.23195,0.00066,0.56351,0.41131,62.31
114819,0.38921,0.36846,0.3657,0.35029,0.40105,0.43411,0.38199,0.45345,0.02819,0.00031,0.06061,0.06607,43.67
134140,0.99613,0.9302,0.97996,0.97646,0.99573,1.00632,0.96381,1.01468,0.60019,0.17918,0.10039,0.12537,45.16
153624,0.62843,0.57921,0.61961,0.63877,0.68963,0.71566,0.6867,0.73742,0.29034,0.00394,0.33171,0.24366,66.77
8471,0.34355,0.34123,0.35121,0.38084,0.54056,0.60871,0.56704,0.66447,0.07638,0.00033,0.73303,0.50057,59.13
31836,0.48408,0.47894,0.5355,0.55203,0.63676,0.68237,0.63392,0.70103,0.13392,0.00036,0.56477,0.42541,54.82
185149,0.59464,0.52608,0.57909,0.61337,0.64101,0.64915,0.65018,0.65424,0.58273,0.18629,0.10839,0.12951,77.92
97583,0.26305,0.31487,0.30454,0.46708,0.83593,0.95619,0.93302,0.99011,0.35892,0.00078,0.80208,0.56779,70.22
181514,0.77437,0.73726,0.76681,0.78739,0.82525,0.83769,0.83739,0.84214,0.73965,0.1693,0.10285,0.12478,38.19
148664,0.26356,0.22296,0.23641,0.20918,0.27374,0.32666,0.26667,0.36027,0.00598,0.00054,0.1718,0.11253,77.77
65431,0.32385,0.40108,0.41852,0.54866,0.8936,0.9719,0.89234,0.9945,0.16229,0.0005,0.93543,0.63765,55.82
103886,0.78871,0.7519,0.78086,0.79342,0.82238,0.84036,0.8161,0.85052,0.72187,0.20155,0.07942,0.10003,39.64
69589,0.31551,0.37149,0.39293,0.50946,0.78625,0.85367,0.85648,0.89004,0.54174,0.00954,0.71002,0.55628,37.85
185776,0.71172,0.65576,0.69687,0.71733,0.7257,0.72905,0.72714,0.73155,0.6858,0.35951,0.15749,0.18691,69.87
50930,0.38681,0.45957,0.60299,0.65758,0.72968,0.77877,0.79363,0.84021,0.48967,0.00516,0.95504,0.93223,39.9
98580,0.82278,0.72216,0.83469,0.79609,0.86578,0.92419,0.82407,0.96984,0.07086,0.00098,0.88404,0.75915,79.88
60132,0.20462,0.27,0.24554,0.38747,0.67007,0.74254,0.71146,0.78493,0.18241,0.0004,0.46203,0.31939,45.77
72179,0.25394,0.27078,0.31595,0.39511,0.60676,0.68658,0.70315,0.76554,0.32803,0.00063,0.80071,0.57192,38.84
77860,0.12972,0.10291,0.09299,0.08944,0.09059,0.08881,0.08174,0.08639,0.03007,0.00045,0.06316,0.05401,33.97
19218,0.67304,0.63797,0.6722,0.67005,0.71546,0.75657,0.71243,0.80138,0.30059,0.0054,0.51487,0.34038,56.38
110217,0.60845,0.55964,0.59414,0.6253,0.67619,0.69632,0.68742,0.71036,0.59856,0.28227,0.1594,0.18228,73.15
98573,0.17899,0.22524,0.23741,0.37504,0.50695,0.54612,0.55861,0.57482,0.4415,0.0446,0.40366,0.27858,68.85
194432,0.19978,0.20959,0.22062,0.24729,0.394,0.47286,0.42433,0.52455,0.02421,0.00033,0.39996,0.25407,58.25
181607,0.58652,0.56423,0.59253,0.62306,0.75268,0.81544,0.8187,0.85816,0.49585,0.03827,0.20046,0.18957,34.67
54856,0.43342,0.47847,0.57694,0.65128,0.7921,0.8485,0.86065,0.92521,0.45008,0.00133,0.94891,0.91882,48.51
191437,0.4097,0.37573,0.40812,0.43508,0.48212,0.49998,0.50433,0.51819,0.42347,0.18419,0.19275,0.20883,68.79
172579,0.56939,0.53554,0.55933,0.5857,0.67681,0.73189,0.69214,0.76833,0.41504,0.04679,0.08614,0.10645,64.97
164941,0.56751,0.52178,0.55287,0.5649,0.59401,0.61056,0.59865,0.62644,0.33051,0.00629,0.07983,0.09603,64.49
127307,0.48566,0.45528,0.47687,0.4639,0.55829,0.61407,0.5514,0.64774,0.0509,0.00036,0.06219,0.06807,57.12
170426,0.79519,0.7652,0.79679,0.78165,0.85025,0.90546,0.82411,0.95157,0.27473,0.00076,0.61844,0.4594,46.39
84723,0.33547,0.35362,0.40104,0.43888,0.49268,0.53471,0.53824,0.60318,0.19342,0.00034,0.83016,0.72213,38.3
163666,0.75718,0.71601,0.76097,0.78767,0.84555,0.88162,0.87537,0.92158,0.69406,0.21975,0.12876,0.15476,58.65
133359,0.28045,0.25954,0.3174,0.3444,0.36759,0.3766,0.37264,0.38385,0.24845,0.03206,0.24698,0.23381,78.78
163794,0.56963,0.51358,0.54972,0.57883,0.59552,0.60345,0.60178,0.6142,0.46364,0.08456,0.53171,0.45702,71.86
52070,0.22319,0.27172,0.27683,0.35977,0.54474,0.59784,0.59563,0.6361,0.27862,0.00077,0.71775,0.56123,44.48
84425,0.27881,0.29764,0.38436,0.40836,0.52856,0.57825,0.52961,0.60167,0.0745,0.00066,0.57113,0.43199,75.73
75145,0.30691,0.42514,0.42673,0.56931,0.84424,0.93208,0.84746,0.98393,0.09204,0.00034,0.80167,0.59103,46.27
91526,0.27121,0.28193,0.37239,0.39661,0.55926,0.68491,0.56619,0.77923,0.00928,0.00068,0.61844,0.34394,80.4
72060,0.79227,0.67893,0.83068,0.90343,0.93378,0.94944,0.95763,0.97177,0.80888,0.15765,0.04277,0.0666,82.28
8822,0.36724,0.33685,0.34559,0.37213,0.43958,0.46234,0.45159,0.48284,0.19162,0.00081,0.47409,0.38674,65.24
