,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle
187535,0.65034,0.61276,0.639,0.65478,0.66728,0.67105,0.6718,0.67467,0.63616,0.26238,0.13825,0.16343,53.43
108286,0.61447,0.5913,0.61568,0.64899,0.71418,0.74465,0.713,0.76984,0.54716,0.20094,0.12211,0.14909,63.49
164448,0.51078,0.48308,0.50869,0.52952,0.56641,0.58495,0.58005,0.60168,0.4377,0.21612,0.41963,0.40271,58.01
78994,0.36414,0.36983,0.40131,0.47472,0.72029,0.80001,0.80888,0.84698,0.50721,0.00712,0.85651,0.73282,65.97
90512,0.21361,0.25857,0.37386,0.41745,0.52552,0.59916,0.56946,0.6601,0.08808,0.00045,0.57966,0.41045,68.62
34723,0.40248,0.38851,0.40234,0.42703,0.54869,0.61556,0.57896,0.66427,0.16558,0.0008,0.59404,0.3707,65.09
145323,0.21263,0.19783,0.23103,0.25965,0.39848,0.46667,0.44592,0.51628,0.07576,0.00046,0.30034,0.19517,69.93
98892,0.25072,0.24026,0.25375,0.29357,0.43039,0.49806,0.4322,0.54149,0.01837,0.00083,0.4272,0.27318,78.3
187304,0.34837,0.43621,0.45943,0.64588,0.86694,0.91585,0.9408,0.97199,0.77445,0.13635,0.88688,0.72984,61.69
122292,0.6022,0.57755,0.58996,0.61464,0.67885,0.70586,0.68127,0.72339,0.50424,0.10067,0.07052,0.08946,38.63
92245,0.30098,0.31935,0.41867,0.56809,0.89068,0.96902,0.9623,0.98452,0.67104,0.02961,0.69093,0.45105,78.08
199061,0.45341,0.3545,0.4023,0.43045,0.44786,0.45216,0.44646,0.4558,0.30147,0.01017,0.10451,0.11844,83.01
76394,0.18811,0.20053,0.20937,0.27433,0.45954,0.4972,0.50127,0.51638,0.35495,0.01656,0.40945,0.27934,43.13
183263,0.52564,0.50924,0.55098,0.61126,0.84991,0.89819,0.85412,0.91088,0.42199,0.04546,0.4117,0.34597,63.82
167876,1.02917,0.96243,0.99343,0.91818,0.9663,1.01483,0.89717,1.04668,0.24386,0.00643,0.1987,0.17722,32.23
91716,0.25692,0.25952,0.32293,0.34546,0.38073,0.40176,0.39777,0.42699,0.17024,0.00079,0.53733,0.45639,71.23
85159,0.36628,0.39594,0.44082,0.44977,0.62561,0.72571,0.62556,0.79806,0.01838,0.00044,0.72645,0.48387,68.92
185753,0.83334,0.79234,0.82026,0.81421,0.83476,0.84767,0.81077,0.85378,0.46581,0.01045,0.06068,0.07704,41.66
141821,0.81002,0.76952,0.7942,0.80466,0.81178,0.81272,0.80528,0.81082,0.71713,0.17469,0.10005,0.11943,39.02
123354,0.80828,0.76591,0.79417,0.80011,0.80986,0.81365,0.79742,0.81462,0.59212,0.1282,0.12332,0.14806,44.83
91738,0.24437,0.27096,0.29371,0.34844,0.45471,0.48724,0.4854,0.51392,0.2518,0.00123,0.57549,0.41574,53.09
2789,0.58943,0.5495,0.60323,0.55706,0.63519,0.7205,0.63076,0.79131,0.03404,0.00032,0.5546,0.38164,61.52
116522,0.41432,0.40137,0.40142,0.45292,0.54685,0.57798,0.54992,0.60042,0.24818,0.00715,0.10207,0.11742,67.24
25288,0.4182,0.41487,0.46567,0.51293,0.69021,0.77024,0.73175,0.78385,0.27654,0.00132,0.62886,0.40961,70.11
66987,0.33528,0.35564,0.44878,0.48385,0.62988,0.69341,0.65457,0.75395,0.11194,0.0004,0.79252,0.58851,56.47
2808,0.31549,0.28637,0.30487,0.3048,0.40658,0.46236,0.39997,0.4932,0.02259,0.00047,0.40611,0.27847,73.11
82829,0.30197,0.34519,0.41671,0.46177,0.52539,0.55877,0.57147,0.58406,0.47518,0.09391,0.68225,0.57513,47.22
68422,0.22318,0.26568,0.46257,0.55855,0.64358,0.71099,0.75434,0.79309,0.62096,0.068,0.67676,0.44444,33.99
49469,0.70418,0.68464,0.7335,0.75293,0.77579,0.7879,0.78164,0.80163,0.54237,0.04079,0.66769,0.53393,33.5
129698,0.52511,0.48484,0.51595,0.5338,0.55489,0.56135,0.55782,0.56441,0.44032,0.03394,0.07477,0.09296,63.23
148225,0.68465,0.64011,0.68071,0.69416,0.71647,0.72512,0.71219,0.73635,0.45493,0.01806,0.08852,0.10903,61.83
119222,0.2663,0.29845,0.32904,0.41048,0.56048,0.60514,0.5792,0.6278,0.23998,0.06135,0.2788,0.24508,53.44
82496,0.18873,0.19358,0.2214,0.26846,0.46272,0.53957,0.53274,0.61529,0.11829,0.00035,0.66269,0.43948,44.82
172666,0.62746,0.57522,0.60244,0.57015,0.60917,0.64829,0.58501,0.67621,0.18599,0.01089,0.21609,0.19457,66.71
141730,0.8105,0.76828,0.79681,0.80736,0.81718,0.82033,0.81008,0.82163,0.67493,0.21511,0.13003,0.15553,42.83
3159,0.55777,0.49279,0.5314,0.51451,0.56313,0.61107,0.55535,0.66221,0.10699,0.00063,0.58879,0.42178,73.75
69594,0.32226,0.32988,0.41692,0.47661,0.6087,0.67313,0.6765,0.74845,0.23592,0.00071,0.76004,0.62037,74.37
7232,0.4956,0.48431,0.52774,0.55721,0.58415,0.60523,0.61693,0.64114,0.45925,0.0365,0.63335,0.5102,39.69
185118,0.47871,0.44207,0.46152,0.49449,0.69362,0.76997,0.70905,0.78828,0.23026,0.00124,0.51787,0.43432,69.84
5900,0.3624,0.28451,0.29322,0.29962,0.30465,0.30677,0.29757,0.30873,0.16058,0.00193,0.29047,0.27349,79.52
129126,0.28099,0.25996,0.26165,0.24602,0.2831,0.30747,0.27418,0.32291,0.02598,0.00027,0.0883,0.08572,35.26
104143,0.36072,0.32757,0.35425,0.32097,0.37081,0.41436,0.35108,0.44004,0.01303,0.00058,0.10565,0.09869,72.8
145733,0.28464,0.28898,0.34056,0.39164,0.4562,0.49383,0.50959,0.54516,0.30597,0.00699,0.2275,0.21278,36.79
140233,0.32912,0.42514,0.43194,0.65585,1.03566,1.042,1.02089,1.04783,0.63308,0.01051,0.33764,0.29424,33.48
190817,0.47416,0.38258,0.42229,0.44736,0.46275,0.46924,0.46419,0.47733,0.31763,0.0217,0.45531,0.39118,82.14
15046,0.42885,0.46978,0.57355,0.66573,0.97281,1.0428,0.9451,1.07275,0.20387,0.00037,0.67957,0.3991,34.14
17336,0.44862,0.4074,0.47235,0.51101,0.53146,0.54494,0.51533,0.55318,0.25835,0.06178,0.33671,0.1802,83.14
123277,0.81811,0.77246,0.80171,0.80504,0.81525,0.81767,0.79719,0.81457,0.57381,0.03609,0.06931,0.08698,42.69
58447,0.20341,0.28077,0.36391,0.44534,0.48791,0.50861,0.51876,0.52614,0.48756,0.22009,0.49901,0.41818,59.24
59914,0.15963,0.16596,0.17713,0.1978,0.30089,0.34762,0.3285,0.3947,0.03598,0.00028,0.48915,0.32718,40.24
128523,0.78223,0.73253,0.77093,0.77901,0.7954,0.80208,0.7804,0.80456,0.48291,0.01661,0.08111,0.09988,54.6
154490,0.52713,0.5297,0.57774,0.53345,0.67836,0.79448,0.66547,0.8515,0.0374,0.00054,0.16985,0.17278,66.54
21152,0.45291,0.43557,0.48661,0.50033,0.54275,0.58122,0.55701,0.62086,0.34776,0.11664,0.46304,0.3228,54.65
87045,0.21529,0.22985,0.27918,0.36349,0.54364,0.6091,0.63453,0.67786,0.40895,0.00511,0.61095,0.4331,60.65
185886,0.6454,0.61324,0.63561,0.6556,0.67005,0.6753,0.67772,0.6843,0.62072,0.28613,0.13476,0.16358,40.81
53357,0.21111,0.19439,0.25823,0.34512,0.58305,0.67063,0.66141,0.74444,0.18063,0.00105,0.54716,0.35313,81.7
110454,0.57559,0.55543,0.57256,0.60608,0.71388,0.74773,0.73132,0.76705,0.54409,0.22053,0.11407,0.14018,33.93
85366,0.15419,0.16092,0.17105,0.22424,0.32772,0.35531,0.36724,0.38387,0.28577,0.01847,0.43311,0.3233,36.47
27729,0.59744,0.52859,0.56922,0.59163,0.60764,0.61746,0.61376,0.62861,0.47499,0.08797,0.5302,0.44521,75.0
70489,0.28904,0.29438,0.31578,0.31928,0.45932,0.53802,0.46985,0.58242,0.02021,0.00057,0.46848,0.26903,71.28
148863,0.63098,0.62238,0.70177,0.75139,0.94767,0.97488,0.89968,0.99247,0.57017,0.18696,0.08963,0.11478,50.14
29600,0.66198,0.52378,0.55248,0.49643,0.53781,0.58257,0.49519,0.60508,0.03408,0.00089,0.25536,0.22536,80.93
193242,0.76404,0.70525,0.75472,0.77149,0.80192,0.82121,0.80742,0.85479,0.52654,0.05803,0.09117,0.11163,66.3
131496,0.90206,0.85657,0.88536,0.89411,0.90722,0.91033,0.89319,0.90156,0.82358,0.2156,0.07953,0.10023,38.45
48732,0.47469,0.352,0.38919,0.42611,0.48332,0.50866,0.50321,0.53291,0.24523,0.00364,0.40238,0.30746,84.22
72720,0.99391,0.93258,0.96451,0.95563,0.975,0.98939,0.95013,0.99959,0.42817,0.001,0.96009,0.92689,42.25
99393,0.30381,0.31568,0.46853,0.54061,0.63063,0.70099,0.69451,0.77958,0.18698,0.00059,0.75963,0.6289,71.3
103084,0.83664,0.79572,0.83613,0.87015,0.95585,0.96065,0.92042,0.958,0.80642,0.2824,0.11307,0.13892,47.74
174518,0.77802,0.71975,0.76375,0.77911,0.80859,0.83433,0.79668,0.83732,0.68221,0.14765,0.07528,0.09419,66.84
133091,0.35969,0.43614,0.51183,0.68619,0.95446,1.03637,1.01384,1.04298,0.60547,0.00512,0.24222,0.20662,36.8
167522,0.55701,0.49066,0.53442,0.55289,0.58989,0.61206,0.59165,0.6328,0.32696,0.01102,0.11259,0.13188,77.92
138410,0.31248,0.37945,0.41758,0.4747,0.54685,0.59758,0.54208,0.64109,0.07955,0.00614,0.56135,0.42591,51.25
26969,0.66079,0.59864,0.63863,0.65159,0.66853,0.68477,0.66587,0.70675,0.42483,0.03369,0.50707,0.4135,71.16
110854,0.51544,0.46044,0.49261,0.53524,0.6512,0.68593,0.67726,0.70009,0.41318,0.0096,0.0989,0.11607,76.08
39320,1.06506,1.00928,1.0622,1.07738,1.08921,1.09446,1.08006,1.10053,0.74206,0.03955,0.23026,0.23676,33.74
60363,0.25748,0.30638,0.36887,0.49904,0.79139,0.8747,0.92325,0.9545,0.92766,0.47433,0.96354,0.73664,48.19
35250,0.30576,0.26169,0.2764,0.28782,0.30343,0.31015,0.30501,0.31732,0.21125,0.02978,0.34781,0.32601,76.03
184912,0.85372,0.8001,0.83724,0.83719,0.85095,0.86099,0.83377,0.86626,0.63288,0.18127,0.09113,0.11379,59.7
61730,0.29521,0.30588,0.34608,0.34352,0.42419,0.46955,0.41206,0.48335,0.03261,0.00046,0.51968,0.35134,69.99
59823,0.34908,0.32463,0.43232,0.52967,0.79269,0.89227,0.90051,0.96325,0.40398,0.00221,0.87931,0.75703,83.26
190936,0.93977,0.90667,0.96132,0.99479,1.07761,1.08947,1.05915,1.0924,0.78716,0.1834,0.77109,0.6197,36.15
144623,0.55691,0.49017,0.53204,0.55919,0.58041,0.58634,0.58837,0.59017,0.57787,0.30478,0.1359,0.16013,77.89
133960,0.74089,0.61847,0.68434,0.67892,0.70485,0.72054,0.66973,0.7279,0.19328,0.00111,0.08788,0.09748,79.86
113934,0.68373,0.64467,0.67479,0.68135,0.68918,0.6912,0.67852,0.68993,0.46737,0.01951,0.06929,0.08659,31.01
60461,0.34167,0.35493,0.40331,0.42405,0.66858,0.78866,0.66627,0.87285,0.01371,0.0006,0.82942,0.50417,74.38
131944,0.67458,0.5967,0.64742,0.67679,0.69644,0.70561,0.70741,0.71144,0.68854,0.30054,0.12368,0.14753,78.14
163926,0.70636,0.65488,0.70123,0.72967,0.78172,0.80873,0.80768,0.83776,0.56597,0.04385,0.07652,0.09491,63.89
7444,0.45071,0.47467,0.50507,0.59365,0.72452,0.76411,0.77446,0.80032,0.54207,0.08097,0.58357,0.40867,31.79
68868,0.19435,0.2335,0.29084,0.35517,0.50896,0.54941,0.551,0.57247,0.35979,0.00801,0.56734,0.45328,44.27
804,0.56325,0.53238,0.55856,0.59263,0.64477,0.65706,0.64783,0.66287,0.44695,0.06996,0.53209,0.45677,59.89
140973,0.53841,0.48909,0.51785,0.57887,0.69751,0.72594,0.73042,0.7424,0.59075,0.0425,0.08562,0.1016,74.88
104894,0.52244,0.40536,0.48134,0.51412,0.536,0.54646,0.53131,0.5591,0.24981,0.00198,0.08919,0.09636,83.99
9642,0.27325,0.30512,0.35351,0.39676,0.5653,0.63332,0.58894,0.67923,0.10687,0.00158,0.72653,0.48938,43.22
117489,0.58157,0.49743,0.53715,0.54223,0.60444,0.63552,0.59568,0.65472,0.15507,0.00081,0.0702,0.081,78.3
21855,0.63854,0.62826,0.66627,0.72369,0.96546,1.01295,0.97579,1.02367,0.49094,0.02268,0.64887,0.51064,45.97
42531,0.30763,0.2797,0.29351,0.32741,0.42937,0.46608,0.45211,0.50097,0.1997,0.03447,0.55206,0.38731,73.96
187785,0.65315,0.60007,0.63285,0.65213,0.66671,0.66992,0.66402,0.67219,0.54248,0.06374,0.06782,0.08495,68.51
61868,0.14445,0.19411,0.17548,0.25783,0.45853,0.51658,0.48635,0.53294,0.12491,0.00029,0.31234,0.20516,32.45
156849,0.33758,0.28623,0.31179,0.34824,0.4332,0.46713,0.46427,0.49241,0.24295,0.00883,0.338,0.21416,79.9
47656,0.14833,0.13558,0.13129,0.14701,0.20346,0.21578,0.2144,0.22484,0.12452,0.00541,0.22331,0.17948,37.87
82656,0.276,0.35436,0.3488,0.4386,0.75568,0.88822,0.75618,0.94627,0.02309,0.00033,0.61007,0.34776,65.47
146788,0.65878,0.63305,0.67499,0.69554,0.75328,0.78802,0.77957,0.8214,0.43213,0.00625,0.06726,0.08347,40.73
11979,0.29306,0.38841,0.38804,0.52022,0.7737,0.87996,0.73256,0.92784,0.04575,0.00072,0.71916,0.4152,63.6
127400,0.99128,0.92479,0.96669,0.93706,0.96325,0.98372,0.91212,0.99544,0.42285,0.02536,0.08467,0.10469,46.4
136455,0.46235,0.3826,0.42642,0.43956,0.46148,0.47302,0.45385,0.48442,0.17184,0.00111,0.07517,0.08668,80.73
162097,0.88181,0.83543,0.8634,0.86691,0.87148,0.86864,0.85186,0.86001,0.67255,0.08899,0.0649,0.08244,33.41
49573,0.3678,0.3466,0.3873,0.43854,0.53606,0.58655,0.61538,0.6466,0.51787,0.05415,0.6748,0.49264,65.48
15847,0.38774,0.39636,0.41895,0.48404,0.66194,0.72867,0.74448,0.77163,0.55451,0.07456,0.57687,0.38258,54.5
89911,0.16156,0.16424,0.16762,0.20429,0.34581,0.40592,0.3846,0.45574,0.04917,0.0003,0.39198,0.26436,38.49
81765,0.24212,0.33027,0.40755,0.54204,0.8098,0.89072,0.87491,0.95963,0.28967,0.00039,0.82103,0.59895,49.35
5642,0.49934,0.48707,0.50651,0.53495,0.61638,0.64409,0.63217,0.66381,0.33994,0.01409,0.58292,0.48284,31.55
108329,0.28664,0.2863,0.28815,0.35044,0.56941,0.65252,0.61725,0.67776,0.22429,0.01372,0.23464,0.19262,71.15
94893,0.24254,0.3256,0.30477,0.47561,0.71195,0.76917,0.76885,0.81725,0.38381,0.0011,0.72229,0.52304,31.09
105479,0.69566,0.6598,0.68738,0.71149,0.79737,0.86004,0.80845,0.92421,0.51713,0.04378,0.08476,0.10173,57.23
164441,0.49045,0.47387,0.53132,0.54892,0.58352,0.61486,0.59788,0.64156,0.30638,0.02714,0.34305,0.32508,52.11
134971,0.23234,0.31302,0.30292,0.49917,0.88013,0.9521,0.94648,0.99179,0.50018,0.00228,0.39717,0.28175,51.55
60457,0.18324,0.12194,0.11356,0.14307,0.17543,0.18481,0.1852,0.19691,0.09171,0.00186,0.18514,0.13874,84.25
154485,0.69141,0.60766,0.65696,0.66155,0.68134,0.69408,0.66437,0.70052,0.37027,0.00662,0.08659,0.10445,77.48
25374,0.4676,0.43799,0.48858,0.51077,0.5344,0.55603,0.55342,0.58225,0.35758,0.04257,0.49516,0.39956,61.36
170818,0.51761,0.50423,0.59336,0.60993,0.67761,0.75463,0.70521,0.84116,0.2756,0.00514,0.54156,0.35514,52.81
141070,0.40155,0.38491,0.38533,0.44364,0.64078,0.70407,0.67928,0.73556,0.24616,0.00069,0.088,0.10102,68.72
76885,0.20607,0.32783,0.32995,0.45593,0.76963,0.88097,0.79186,0.94118,0.05995,0.0004,0.74383,0.4793,51.89
83147,0.28873,0.33407,0.3994,0.47068,0.78583,0.89283,0.79748,0.92639,0.07463,0.00037,0.7966,0.53129,52.37
138765,0.75372,0.68426,0.72836,0.74309,0.75208,0.75327,0.74052,0.75102,0.57953,0.11528,0.11777,0.14194,72.33
184843,0.68376,0.64359,0.67472,0.68592,0.70061,0.70758,0.69707,0.71503,0.46498,0.02892,0.0926,0.11402,46.0
73323,0.32897,0.41917,0.43169,0.60663,0.80307,0.90066,0.74422,0.96215,0.01504,0.00062,0.75426,0.37233,78.95
158453,0.4929,0.47922,0.5162,0.55743,0.64599,0.6824,0.655,0.69957,0.4173,0.10167,0.10457,0.12569,65.41
162473,0.57725,0.50141,0.55473,0.59019,0.6676,0.71474,0.66832,0.7281,0.36879,0.01042,0.09714,0.11295,80.05
156129,0.86316,0.81801,0.84789,0.8527,0.85833,0.85964,0.84512,0.85741,0.71479,0.20443,0.08641,0.1085,40.31
122804,0.67132,0.6319,0.68221,0.7062,0.75672,0.77972,0.76762,0.80245,0.50447,0.04302,0.08864,0.1091,63.25
199289,0.65159,0.61927,0.64319,0.65354,0.73047,0.76814,0.7278,0.78963,0.29138,0.00549,0.35424,0.3286,46.75
63515,0.26151,0.22878,0.24276,0.24842,0.31547,0.34726,0.31153,0.36403,0.03051,0.00068,0.29056,0.1708,75.59
147719,0.45852,0.42008,0.464,0.48902,0.52146,0.53559,0.53364,0.54271,0.40336,0.03766,0.11391,0.13567,72.96
25454,0.36087,0.3951,0.49578,0.67149,0.91337,0.92603,0.91827,0.94181,0.61374,0.02046,0.86355,0.65297,78.99
69637,0.27195,0.23422,0.31614,0.36599,0.49501,0.56815,0.55588,0.6507,0.1002,0.00129,0.75354,0.54259,83.56
105072,0.55016,0.44884,0.51398,0.56364,0.607,0.63163,0.65251,0.66975,0.63479,0.27261,0.16048,0.18092,83.26
123198,0.4129,0.42759,0.54395,0.63283,0.82852,0.91003,0.93217,0.94337,0.73938,0.09115,0.56013,0.50091,67.74
79505,0.2452,0.28519,0.35933,0.36121,0.39564,0.42556,0.39748,0.44811,0.07391,0.00034,0.5939,0.51174,53.01
83888,0.22627,0.23747,0.27282,0.3277,0.42325,0.45779,0.46917,0.49245,0.32443,0.0091,0.61797,0.50314,56.0
101436,0.48938,0.4197,0.45534,0.47232,0.50411,0.51888,0.50102,0.5279,0.27563,0.00853,0.11265,0.12731,79.24
163114,0.83157,0.80231,0.9045,0.86931,0.88813,0.91102,0.85387,0.92252,0.68047,0.14411,0.08497,0.10656,55.31
109639,0.48667,0.585,0.77628,0.87903,0.91632,0.94173,0.89633,0.96613,0.28864,0.00083,0.87842,0.75513,77.08
156039,0.6102,0.60971,0.66398,0.72415,0.86612,0.93798,0.92373,1.01778,0.48118,0.07315,0.59481,0.39646,42.06
188174,0.4929,0.48086,0.52504,0.57129,0.74863,0.82793,0.80524,0.88781,0.31891,0.00547,0.39251,0.30078,42.97
15642,0.36027,0.30643,0.34811,0.37927,0.47064,0.53334,0.50674,0.59596,0.18848,0.00801,0.39495,0.24844,80.25
53202,0.29499,0.25848,0.33761,0.33869,0.51148,0.64042,0.55107,0.7358,0.01529,0.00103,0.6519,0.36202,81.52
166454,0.63745,0.59877,0.63662,0.65595,0.69891,0.71952,0.70697,0.73144,0.54749,0.2257,0.13916,0.16477,62.16
98082,0.12522,0.12203,0.14197,0.15364,0.20869,0.24368,0.22213,0.26853,0.01587,0.0003,0.22619,0.15129,42.99
101285,0.71679,0.6548,0.70545,0.73958,0.78779,0.79697,0.77298,0.80186,0.70892,0.35785,0.17793,0.2067,74.88
187445,0.74931,0.70377,0.74341,0.76079,0.77315,0.77749,0.77566,0.7829,0.65181,0.07056,0.06589,0.08311,52.56
92780,0.97031,0.90311,0.93498,0.86706,0.91755,0.96379,0.86435,0.9927,0.104,0.0003,0.49252,0.55863,53.22
79498,0.56038,0.59629,0.67138,0.76957,0.84895,0.90661,0.93069,0.99207,0.53613,0.00475,0.95964,0.93693,40.84
164043,0.28256,0.30624,0.31708,0.37343,0.51485,0.55621,0.52836,0.57193,0.19349,0.00345,0.16496,0.16721,41.71
15933,0.55854,0.50647,0.52934,0.55033,0.58226,0.59407,0.58395,0.6005,0.37498,0.0262,0.43727,0.32244,67.14
157394,0.8722,0.83576,0.87191,0.89634,0.97567,0.97426,0.93396,0.96329,0.7825,0.16317,0.06665,0.08443,35.68
183427,0.53586,0.45389,0.48065,0.46616,0.50003,0.52619,0.48215,0.54369,0.0986,0.00056,0.46388,0.37239,77.97
147509,0.54256,0.53691,0.56489,0.6003,0.76686,0.84574,0.75006,0.86754,0.40515,0.22009,0.1639,0.18512,68.41
198549,0.90454,0.85761,0.89912,0.91018,0.92908,0.93693,0.91632,0.9407,0.61202,0.0413,0.17487,0.18477,37.08
133892,0.40107,0.34568,0.37802,0.40138,0.4288,0.44273,0.44257,0.46055,0.35331,0.15671,0.1502,0.17061,79.62
56115,0.11181,0.12393,0.13814,0.17844,0.2267,0.23925,0.23494,0.24467,0.12969,0.00111,0.21691,0.16617,36.19
78907,0.32387,0.38373,0.39707,0.53296,0.78491,0.82738,0.83262,0.83705,0.68592,0.16989,0.62958,0.5774,69.97
42861,0.43856,0.43025,0.45674,0.46082,0.52811,0.56469,0.52223,0.59145,0.09782,0.00031,0.47253,0.3266,47.97
167678,0.77865,0.74483,0.78955,0.80545,0.82034,0.82901,0.8221,0.83795,0.62961,0.13655,0.71571,0.59551,47.24
15734,0.12894,0.13556,0.12281,0.16653,0.26804,0.2921,0.27784,0.30649,0.07564,0.00245,0.20025,0.14773,41.38
3386,0.65587,0.64073,0.67303,0.66246,0.75217,0.82212,0.73268,0.86252,0.25099,0.00433,0.55671,0.37154,33.98
102264,0.77401,0.72846,0.75715,0.77327,0.82687,0.86537,0.8038,0.88528,0.61215,0.1248,0.11284,0.13598,60.88
156782,0.86167,0.82043,0.84658,0.85963,0.86357,0.86296,0.86186,0.86084,0.85102,0.33535,0.12448,0.15129,32.69
53852,0.29576,0.34484,0.3406,0.46998,0.73405,0.79804,0.81042,0.85137,0.51923,0.00881,0.7252,0.54303,52.07
75365,0.18966,0.18865,0.22671,0.23002,0.33061,0.41675,0.38743,0.52117,0.01167,0.00032,0.70413,0.41205,61.76
109387,0.62076,0.58737,0.61957,0.64088,0.69403,0.72395,0.69608,0.74087,0.52956,0.11581,0.09728,0.11996,63.62
76374,0.22798,0.20594,0.32689,0.37574,0.44525,0.50137,0.50311,0.57332,0.13941,0.00142,0.68775,0.51945,82.76
155332,0.78247,0.73638,0.77614,0.79597,0.8044,0.80611,0.80202,0.80488,0.74392,0.30925,0.1611,0.18886,57.49
32590,0.6318,0.6212,0.67851,0.72808,0.94545,1.03285,1.00046,1.04236,0.50452,0.00522,0.8332,0.6484,43.27
79785,0.29269,0.30681,0.33082,0.38853,0.48306,0.51546,0.528,0.54335,0.43885,0.06361,0.58527,0.48296,36.23
33003,0.75215,0.72592,0.75893,0.75168,0.86333,0.95255,0.85518,1.0158,0.22645,0.00036,0.68494,0.50981,47.08
122442,0.65213,0.62296,0.64349,0.66319,0.69949,0.71359,0.69298,0.7208,0.50711,0.04898,0.06321,0.08034,52.32
64699,0.25062,0.3006,0.32607,0.45517,0.60143,0.65023,0.68924,0.71634,0.66491,0.22908,0.80817,0.62784,44.41
28853,0.67978,0.63423,0.66022,0.62105,0.66884,0.71338,0.64126,0.74362,0.09082,0.00034,0.54628,0.3815,58.21
167249,0.70568,0.64662,0.68777,0.71214,0.73499,0.74751,0.73946,0.75928,0.68138,0.29678,0.14781,0.17566,72.77
16190,0.46961,0.45364,0.47596,0.46937,0.52609,0.56616,0.52892,0.59624,0.12108,0.00026,0.52658,0.40489,36.08
6484,0.62857,0.55341,0.59192,0.61257,0.62818,0.63581,0.62567,0.64342,0.40413,0.02051,0.52901,0.44077,74.43
162165,0.42682,0.44626,0.51942,0.56809,0.62367,0.66349,0.70029,0.72695,0.66269,0.20298,0.36197,0.38616,35.72
171603,0.64739,0.61234,0.64997,0.70974,0.79834,0.8429,0.84751,0.86019,0.72236,0.33853,0.15697,0.18627,71.66
57525,0.41217,0.45435,0.53387,0.62318,0.73113,0.80478,0.84424,0.91733,0.49612,0.00246,0.95485,0.92821,34.34
57662,0.25263,0.33551,0.34997,0.49282,0.73292,0.77421,0.7632,0.79056,0.45469,0.00634,0.74007,0.52816,42.93
61902,0.28308,0.3053,0.37342,0.47158,0.76299,0.88755,0.86078,0.9656,0.20729,0.00053,0.75199,0.53783,72.49
172583,0.81734,0.78866,0.86161,0.90956,1.02554,1.05862,0.99695,1.07322,0.79105,0.43675,0.67039,0.49494,45.17
169474,0.51875,0.42239,0.45108,0.44558,0.46583,0.48009,0.44602,0.49085,0.10326,0.0009,0.4405,0.35405,79.31
186123,0.83257,0.78835,0.81864,0.83489,0.84176,0.84249,0.84159,0.84178,0.82781,0.35892,0.1368,0.16618,50.18
139255,0.21247,0.20445,0.23692,0.26877,0.33248,0.36481,0.38488,0.40959,0.28817,0.01166,0.39597,0.3273,60.31
5791,0.20651,0.16804,0.18359,0.16092,0.18776,0.21846,0.18295,0.24318,0.00733,0.00061,0.27326,0.17228,77.72
149076,0.25654,0.24954,0.27879,0.29426,0.36845,0.40493,0.37527,0.42881,0.12832,0.00897,0.20739,0.18545,61.24
31172,0.26749,0.29411,0.3473,0.35338,0.4457,0.50248,0.44692,0.52293,0.11278,0.02744,0.41212,0.29814,43.48
161120,0.57781,0.53811,0.55275,0.559,0.56242,0.56269,0.55564,0.56252,0.42257,0.05273,0.09128,0.11212,40.67
197308,0.68026,0.59791,0.64909,0.67408,0.68868,0.69665,0.68641,0.70072,0.61712,0.18893,0.11511,0.13773,78.21
128643,0.48586,0.47574,0.50059,0.51891,0.58383,0.60947,0.58519,0.62062,0.35874,0.06202,0.07907,0.10077,45.03
193675,0.5005,0.47318,0.49923,0.4759,0.51942,0.55437,0.50302,0.57747,0.06671,0.00048,0.52474,0.43138,49.46
55935,0.47554,0.52748,0.65281,0.75023,0.8816,0.93573,0.95856,0.98865,0.75722,0.08239,0.90979,0.72551,53.52
125943,0.58142,0.58598,0.63455,0.70459,0.80995,0.84602,0.86103,0.89976,0.67013,0.24214,0.13988,0.17494,41.79
77736,0.49601,0.45718,0.62357,0.71937,0.80624,0.86282,0.91181,0.95405,0.79088,0.15008,0.92397,0.74504,82.64
182942,0.58264,0.54586,0.57545,0.59912,0.66453,0.68906,0.67553,0.69943,0.49438,0.1966,0.16252,0.19261,63.69
86921,0.23068,0.26939,0.29834,0.39451,0.57638,0.62321,0.60856,0.64682,0.26245,0.00076,0.55108,0.42375,68.28
3095,0.5421,0.56309,0.62257,0.58208,0.72304,0.82221,0.68845,0.87348,0.08677,0.00025,0.67218,0.42531,32.78
162040,1.04207,0.97863,1.03411,1.02482,1.03563,1.04087,1.00084,1.03731,0.66166,0.08701,0.65675,0.53603,39.67
148943,0.59292,0.49456,0.54893,0.58594,0.60723,0.6137,0.61778,0.62105,0.58245,0.15123,0.10575,0.12377,80.94
96209,0.57123,0.74328,0.75404,0.97082,0.98456,0.99105,0.97371,0.99791,0.62409,0.01679,0.95017,0.50246,56.94
191459,0.77725,0.73994,0.7635,0.77749,0.80696,0.82191,0.80664,0.8278,0.73476,0.26763,0.10204,0.12645,36.45
